Loyalty Number,Segment_Name,Risk_Level,Churn_Prob,CLV,Revenue_At_Risk,Recommended_Action,Months_Since_Last_Active,Flights_6M,Points_6M
772194,Champions,Low,0.007019971,22261.02,156.2717155359965,Routine: Standard newsletter + rewards update,0.0,7.0,7996.0
772237,Champions,Low,0.012247469,5619.69,68.82698061671107,Routine: Standard newsletter + rewards update,0.0,11.0,16466.0
772362,Dormant Members,Low,0.020540567,18690.34,383.9101831712201,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,2.0,2782.0
772370,Champions,Low,0.017858503,2516.21,44.93574480583892,Routine: Standard newsletter + rewards update,0.0,11.0,9992.0
772381,Champions,Low,0.010326539,6880.47,71.05144293735735,Routine: Standard newsletter + rewards update,0.0,10.0,20611.0
772395,Dormant Members,Low,0.0148209715,6052.0,89.69651967659593,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,4.0,6403.0
772397,Champions,Low,0.00857517,4561.27,39.11366703839042,Routine: Standard newsletter + rewards update,0.0,3.0,4202.0
772437,Champions,Low,0.017461004,4626.8,80.78857208415866,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,17146.0
772438,Champions,Low,0.0039540045,7861.8,31.085592549294237,Routine: Standard newsletter + rewards update,0.0,13.0,17328.0
772484,Champions,Low,0.0089003565,15014.09,133.63075320762582,Routine: Standard newsletter + rewards update,0.0,12.0,15761.0
772532,Champions,Low,0.011306263,5416.41,61.23935367434285,Routine: Standard newsletter + rewards update,0.0,3.0,7722.0
772608,Dormant Members,Low,0.17361903,9263.18,1608.2643439722062,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
772628,Champions,Low,0.008557392,15769.11,134.9424602438696,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,9039.0
772827,Dormant Members,Low,0.039752383,2588.44,102.8966576962173,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,8.0,11860.0
772834,Champions,Low,0.106301114,12280.77,1305.4595313249529,Routine: Standard newsletter + rewards update,4.0,1.0,971.0
772952,Champions,Low,0.021025816,2162.42,45.46664498854429,Routine: Standard newsletter + rewards update,2.033333333333333,5.0,9761.0
772960,Champions,Low,0.010352526,2679.69,27.74156002197415,Routine: Standard newsletter + rewards update,0.0,15.0,27379.0
773012,Champions,Low,0.0044581867,7406.88,33.02125377349556,Routine: Standard newsletter + rewards update,0.0,9.0,11584.0
773019,Dormant Members,Low,0.027893366,5116.62,142.71975583758206,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
773086,Dormant Members,Low,0.008632805,4118.59,35.554985162205995,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,8.0,14882.0
773095,Champions,Low,0.022770029,6269.59,142.75874336797744,Routine: Standard newsletter + rewards update,0.0,0.0,0.0
773112,Champions,Low,0.013164533,5330.59,70.17472957530991,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,13408.0
773219,Dormant Members,Low,0.073157996,4819.18,352.56155087053776,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,9.0,9973.0
773261,Champions,Low,0.019443803,5018.73,97.58319509916006,Routine: Standard newsletter + rewards update,2.033333333333333,13.0,19592.0
773290,Champions,Low,0.06032375,2891.27,174.41224501248448,Routine: Standard newsletter + rewards update,3.066666666666667,7.0,6595.0
773293,Champions,Low,0.008211825,4909.84,40.3187470689416,Routine: Standard newsletter + rewards update,0.0,6.0,11664.0
773364,Champions,Low,0.009473427,10656.88,100.95717684663832,Routine: Standard newsletter + rewards update,0.0,4.0,7658.0
773390,Champions,Low,0.009473705,4879.38,46.22580539988354,Routine: Standard newsletter + rewards update,0.0,3.0,6737.0
773397,Champions,Low,0.014169541,6369.26,90.24949190443382,Routine: Standard newsletter + rewards update,2.033333333333333,11.0,23997.0
773418,Champions,Low,0.0067851134,15415.04,104.59279391765595,Routine: Standard newsletter + rewards update,0.0,8.0,14304.0
773546,Champions,Low,0.006429388,36707.43,236.006316847438,Routine: Standard newsletter + rewards update,0.0,13.0,17046.0
773571,At-Risk Loyalists,Critical,0.81377465,22658.54,18438.94535216212,Targeted Retention: Double points campaign for next 3 flights,5.033333333333333,1.0,2175.0
773593,Dormant Members,Critical,0.99991226,2315.09,2314.8868785476684,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
773598,Dormant Members,Low,0.0124508375,5484.59,68.28773900973611,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,4.0,7257.0
773648,Champions,Low,0.022984039,5741.7,131.96745694689452,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,27518.0
773676,Dormant Members,Low,0.15035027,2867.31,431.1008402878046,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
773739,Champions,Low,0.01137656,8427.17,95.8722028964758,Routine: Standard newsletter + rewards update,0.0,4.0,12984.0
773805,Champions,Low,0.009821653,3936.79,38.665786755084994,Routine: Standard newsletter + rewards update,0.0,12.0,15387.0
773844,Dormant Members,Low,0.016791882,2472.47,41.517424472253765,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,8.0,7854.0
773857,Dormant Members,Critical,0.9998765,4770.55,4769.960833144188,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
773865,Champions,Low,0.009285218,13057.01,121.23718535366469,Routine: Standard newsletter + rewards update,0.0,8.0,10138.0
773943,Champions,Low,0.0064838603,2632.55,17.069086469337346,Routine: Standard newsletter + rewards update,0.0,6.0,8285.0
773973,Champions,Low,0.0112593835,5550.15,62.49126745448447,Routine: Standard newsletter + rewards update,0.0,12.0,17164.0
773986,Champions,Low,0.01557915,9463.11,147.42721070847475,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,22958.0
774103,Champions,Low,0.006095736,21205.38,129.26239448242822,Routine: Standard newsletter + rewards update,0.0,2.0,3106.0
774168,Dormant Members,Low,0.16434893,5181.62,851.5937032908201,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
774226,Champions,Low,0.008823632,7507.46,66.24306626653299,Routine: Standard newsletter + rewards update,0.0,12.0,16528.0
774234,Champions,Low,0.018175209,4869.6,88.50599745959045,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,19145.0
774249,At-Risk Loyalists,Critical,0.9897774,4502.98,4456.947774459123,Targeted Retention: Double points campaign for next 3 flights,17.2,0.0,0.0
774272,Champions,Low,0.0060503692,2491.32,15.073405886571855,Routine: Standard newsletter + rewards update,0.0,4.0,7674.0
774275,Champions,Low,0.061406404,6334.47,388.9770225521922,Routine: Standard newsletter + rewards update,3.066666666666667,4.0,5260.0
774321,Champions,Low,0.007860681,10408.97,81.82159314652904,Routine: Standard newsletter + rewards update,0.0,12.0,17229.0
774326,Champions,Low,0.009147558,2725.36,24.93038965553045,Routine: Standard newsletter + rewards update,0.0,8.0,11131.0
774386,Champions,Low,0.0035123192,3046.25,10.699402294121684,Routine: Standard newsletter + rewards update,0.0,16.0,46968.0
774724,Champions,Low,0.013046117,4605.04,60.077888640984895,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,8724.0
774931,Dormant Members,Low,0.021043977,19731.34,415.225860578306,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
775158,Dormant Members,Low,0.015458299,7179.23,110.97868283191696,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
775160,Champions,Low,0.0053646443,15552.4,83.43309465162456,Routine: Standard newsletter + rewards update,0.0,7.0,12615.0
775170,Champions,Low,0.009676776,12880.75,124.6441311102826,Routine: Standard newsletter + rewards update,0.0,5.0,8341.0
775176,Champions,Low,0.041630454,5979.72,248.9384605541825,Routine: Standard newsletter + rewards update,2.033333333333333,11.0,19892.0
775185,Champions,Low,0.013441172,6314.6,84.87562741655857,Routine: Standard newsletter + rewards update,1.0333333333333334,16.0,20922.0
775193,Champions,Low,0.0054583014,4014.45,21.912078050826675,Routine: Standard newsletter + rewards update,0.0,8.0,11821.0
775304,Dormant Members,Low,0.010634068,6159.01,65.49533361423761,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,6.0,8354.0
775407,Dormant Members,Low,0.039217386,6537.05,256.3660157317296,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
775440,Champions,Low,0.006107239,8427.72,51.470100708827374,Routine: Standard newsletter + rewards update,0.0,12.0,21656.0
775520,At-Risk Loyalists,Critical,0.99326986,20531.65,20393.469136354328,Targeted Retention: Double points campaign for next 3 flights,11.166666666666666,0.0,0.0
775562,At-Risk Loyalists,Critical,0.9825723,3208.23,3152.317984964848,Targeted Retention: Double points campaign for next 3 flights,14.2,0.0,0.0
775573,Champions,Low,0.01811085,5926.73,107.33812291542068,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,13114.0
775639,Champions,Low,0.0137539,9404.45,129.34786771805958,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,10161.0
775678,Dormant Members,High,0.40688026,7179.23,2921.086965509653,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
775724,Champions,Low,0.013473421,6991.25,94.19605690985918,Routine: Standard newsletter + rewards update,0.0,5.0,16489.5
775768,Champions,Low,0.010511559,6715.59,70.59132342095486,Routine: Standard newsletter + rewards update,0.0,28.0,46214.0
776139,Champions,Low,0.00690892,2694.6,18.61677617663517,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,9495.0
776153,Dormant Members,Medium,0.25455397,3557.2,905.4993951559068,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,5.0,10244.0
776187,Champions,Low,0.0076917442,74228.52,570.9467918450945,Routine: Standard newsletter + rewards update,0.0,5.0,5647.0
776317,Champions,Low,0.010771847,2502.64,26.958056002035736,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,20208.0
776399,Dormant Members,Critical,0.99988174,15114.4,15112.6126373291,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
776443,Champions,Low,0.020987336,30141.62,632.5922942418605,Routine: Standard newsletter + rewards update,0.0,14.0,19605.0
776453,Champions,Low,0.030579505,12547.43,383.69420454876496,Routine: Standard newsletter + rewards update,2.033333333333333,8.0,13053.0
776464,Champions,Low,0.0060963547,26462.76,161.32637092318384,Routine: Standard newsletter + rewards update,0.0,8.0,9880.0
776466,Dormant Members,Low,0.010810451,41787.9,451.7460307485424,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
776547,Champions,Low,0.010156605,25107.1,255.0029072549194,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,10871.0
776613,Champions,Low,0.00553601,3792.13,20.99326968930196,Routine: Standard newsletter + rewards update,1.0333333333333334,16.0,29259.0
776736,Champions,Low,0.006186584,5433.21,33.613010112885384,Routine: Standard newsletter + rewards update,0.0,5.0,6986.0
776782,Dormant Members,Low,0.03466537,8193.75,284.03936312533915,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,2.0,1452.0
776795,Champions,Low,0.0076091313,5860.48,44.593161685764784,Routine: Standard newsletter + rewards update,0.0,11.0,13187.0
776830,Dormant Members,Critical,0.9999305,5218.97,5218.607286721468,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
776931,Dormant Members,Low,0.026781894,15638.58,418.83079603984953,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,9.0,18093.0
776956,Champions,Low,0.018231172,4589.94,83.6799861357361,Routine: Standard newsletter + rewards update,2.033333333333333,4.0,8632.5
777108,Champions,Low,0.0041936766,7378.51,30.943084992710503,Routine: Standard newsletter + rewards update,0.0,11.0,13731.0
777118,Champions,Low,0.0100079235,2711.9,27.140487655438484,Routine: Standard newsletter + rewards update,0.0,10.0,13783.0
777171,Champions,Low,0.0148698855,2506.02,37.26423050869256,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,6523.0
777197,Champions,Low,0.014331404,16909.93,242.34304046634583,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,12769.0
777231,Champions,Low,0.0068535884,9602.08,65.80870401836931,Routine: Standard newsletter + rewards update,0.0,14.0,19325.0
777300,Champions,Low,0.0059523103,25464.82,151.57450993404723,Routine: Standard newsletter + rewards update,0.0,13.0,25645.0
777351,Champions,Low,0.010888781,6943.74,75.60886694826185,Routine: Standard newsletter + rewards update,0.0,8.0,9727.0
777418,Dormant Members,Low,0.02754267,5396.31,148.62878191094848,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,9.0,14836.0
777514,Dormant Members,Low,0.018378302,2150.91,39.53007453337312,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,6.0,10319.0
777531,Champions,Low,0.0060357363,7360.87,44.42827023153659,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,23013.0
777540,Champions,Low,0.008243502,2393.92,19.734284589588643,Routine: Standard newsletter + rewards update,0.0,7.0,10968.0
777544,Dormant Members,Low,0.020488014,5377.01,110.1642585493438,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
777549,Champions,Low,0.01553103,2886.45,44.82954025100916,Routine: Standard newsletter + rewards update,2.033333333333333,11.0,12605.0
777561,Champions,Low,0.01779967,6552.4,116.63055690005422,Routine: Standard newsletter + rewards update,0.0,13.0,21602.0
777714,Champions,Low,0.0052952096,5408.91,28.64131208516657,Routine: Standard newsletter + rewards update,0.0,10.0,12073.0
777861,Dormant Members,Low,0.02389909,12522.54,299.2773047909886,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
777871,Champions,Low,0.004601235,4748.79,21.850298925689422,Routine: Standard newsletter + rewards update,0.0,8.0,11893.0
777875,Champions,Low,0.00738763,8496.35,62.76789164415095,Routine: Standard newsletter + rewards update,0.0,8.0,14765.0
777931,Champions,Low,0.004268153,8169.75,34.869743829010986,Routine: Standard newsletter + rewards update,0.0,12.0,13588.0
777990,Champions,Low,0.011077869,3288.21,36.42635880961083,Routine: Standard newsletter + rewards update,1.0333333333333334,3.0,5081.0
778027,Dormant Members,Low,0.0068215705,15362.35,104.7953528379323,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
778030,Champions,Low,0.05094037,6227.37,317.2245214930549,Routine: Standard newsletter + rewards update,3.066666666666667,9.0,8758.0
778031,Champions,Low,0.006718463,2927.52,19.668434212580323,Routine: Standard newsletter + rewards update,0.0,10.0,19342.0
778066,Dormant Members,Low,0.05874992,2541.63,149.32056328676643,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,9.0,11308.0
778168,Champions,Low,0.012502727,2349.96,29.380908573009076,Routine: Standard newsletter + rewards update,2.033333333333333,10.0,21455.0
778310,Champions,Low,0.0064293784,8972.14,57.68528319797478,Routine: Standard newsletter + rewards update,0.0,6.0,9364.0
778317,Champions,Low,0.005689526,2803.8,15.952292933687568,Routine: Standard newsletter + rewards update,0.0,15.0,20700.0
778393,Champions,Low,0.007416011,4633.45,34.36171540007926,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,9829.0
778426,Dormant Members,Low,0.009046599,4916.37,44.47642924770713,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,10.0,21393.0
778590,Champions,Low,0.008556672,6535.56,55.92264568705112,Routine: Standard newsletter + rewards update,0.0,10.0,11027.0
778865,Champions,Low,0.008815507,9294.09,81.93211921314709,Routine: Standard newsletter + rewards update,0.0,5.0,6275.0
778920,Champions,Low,0.00865242,3423.97,29.625625764997675,Routine: Standard newsletter + rewards update,0.0,2.0,4346.0
778952,Champions,Low,0.02117673,2124.17,44.98297318611294,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,12944.0
779046,Champions,Low,0.008161964,4551.06,37.14558740381152,Routine: Standard newsletter + rewards update,0.0,4.0,8170.0
779066,Champions,Low,0.009570038,8564.77,81.96517389966175,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,7698.0
779082,Champions,Low,0.009489437,4508.86,42.7865412610583,Routine: Standard newsletter + rewards update,0.0,21.0,73068.0
779085,Champions,Low,0.018026678,2505.42,45.16439932320267,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,24950.0
779106,Champions,Low,0.0060828766,2541.52,15.459752499386669,Routine: Standard newsletter + rewards update,0.0,8.0,18673.0
779159,Champions,Low,0.012199189,9031.21,110.17343391905536,Routine: Standard newsletter + rewards update,0.0,5.0,9671.0
779171,Champions,Low,0.0053132083,8490.28,45.11062639199198,Routine: Standard newsletter + rewards update,0.0,12.0,11147.0
779184,Champions,Low,0.004082754,3730.14,15.22924321730621,Routine: Standard newsletter + rewards update,0.0,7.0,9101.0
779211,At-Risk Loyalists,Critical,0.9854665,5633.95,5552.068876433373,Targeted Retention: Double points campaign for next 3 flights,9.1,0.0,0.0
779247,Champions,Low,0.0029664242,4122.57,12.22929148612311,Routine: Standard newsletter + rewards update,0.0,11.0,11885.0
779291,Champions,Low,0.01384087,7579.53,104.90728939429856,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,18884.0
779412,Champions,Low,0.04191709,2379.74,99.75177426420152,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,22780.0
779427,Champions,Low,0.015269278,9708.5,148.24178174789995,Routine: Standard newsletter + rewards update,2.033333333333333,1.0,1060.0
779434,Champions,Low,0.0069920425,4633.1,32.394832247262826,Routine: Standard newsletter + rewards update,0.0,12.0,20561.0
779435,Dormant Members,Low,0.013197274,4645.84,61.312423195317386,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,5.0,16734.0
779444,Dormant Members,Critical,0.9993086,2436.01,2434.3257088756563,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
779468,Dormant Members,Low,0.013185854,7601.95,100.23820334658956,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
779573,Champions,Low,0.0063123247,7433.82,46.924685344789175,Routine: Standard newsletter + rewards update,0.0,12.0,22434.0
779679,Champions,Low,0.017075399,4349.31,74.26620335010813,Routine: Standard newsletter + rewards update,2.033333333333333,9.0,12693.0
779882,Champions,Low,0.011802088,3106.48,36.66294889487326,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,12698.0
779929,Dormant Members,Low,0.19020069,2778.9,528.5486875891686,Re-Engagement: Points expiry reminder + transfer partner offer,3.066666666666667,6.0,6366.0
779977,Champions,Low,0.007358229,4984.62,36.677974380142985,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,12457.0
780104,At-Risk Loyalists,Critical,0.9892503,7060.21,6984.31487690568,Targeted Retention: Double points campaign for next 3 flights,17.2,0.0,0.0
780140,Champions,Low,0.007361343,2676.87,19.70535858565941,Routine: Standard newsletter + rewards update,0.0,14.0,22450.0
780150,Champions,Low,0.0056083472,2821.1,15.821708411630242,Routine: Standard newsletter + rewards update,0.0,12.0,17258.0
780236,Champions,Low,0.0041817953,7840.17,32.785985962157135,Routine: Standard newsletter + rewards update,0.0,7.0,10785.0
780266,Dormant Members,Low,0.013878408,7356.38,102.0948422199674,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
780298,Dormant Members,Low,0.017861465,15467.79,276.2773895911686,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,9.0,12414.0
780389,Dormant Members,Critical,0.9998728,8200.79,8199.74688975692,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
780423,Champions,Low,0.0040415484,2674.08,10.8074236189574,Routine: Standard newsletter + rewards update,0.0,3.0,6444.0
780428,Champions,Low,0.0068713194,5884.31,40.432973316991706,Routine: Standard newsletter + rewards update,0.0,4.0,4602.0
780504,Champions,Low,0.013482538,5223.43,70.42509373645298,Routine: Standard newsletter + rewards update,0.0,10.0,15866.0
780525,Dormant Members,Critical,0.99985695,2754.14,2753.746017112732,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
780529,Dormant Members,Low,0.028401446,4041.24,114.777058006078,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
780631,Dormant Members,Medium,0.39770964,4331.46,1722.663388093114,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
780728,Champions,Low,0.012978215,4520.34,58.66594335593283,Routine: Standard newsletter + rewards update,1.0333333333333334,14.0,22227.0
780855,Dormant Members,Critical,0.9997423,5535.96,5534.533544318676,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
780944,Champions,Low,0.00822628,5085.84,41.83754438705743,Routine: Standard newsletter + rewards update,0.0,5.0,7329.0
780973,Champions,Low,0.01748132,3700.68,64.6927698406577,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,21354.0
780991,Dormant Members,Low,0.019957568,8718.06,173.9912796062976,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
781052,Champions,Low,0.011752462,6503.14,76.42790582533927,Routine: Standard newsletter + rewards update,0.0,8.0,10152.0
781062,Champions,Low,0.005807279,5619.07,32.63150801676791,Routine: Standard newsletter + rewards update,0.0,5.0,5291.0
781110,Champions,Low,0.027617091,6135.08,169.4330645725876,Routine: Standard newsletter + rewards update,2.033333333333333,9.0,20602.0
781187,Champions,Low,0.009066268,6451.26,58.488851261381065,Routine: Standard newsletter + rewards update,0.0,15.0,21600.0
781219,Champions,Low,0.006238891,9468.51,59.07300004044548,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,7836.0
781227,Dormant Members,Low,0.023839062,2395.57,57.10814194647595,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
781293,At-Risk Loyalists,Critical,0.9903268,30763.26,30465.681504131557,Targeted Retention: Double points campaign for next 3 flights,14.2,0.0,0.0
781347,Champions,Low,0.011992973,4142.56,49.68161137208343,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,16285.0
781354,Champions,Low,0.043489087,8473.46,368.5030422917753,Routine: Standard newsletter + rewards update,2.033333333333333,10.0,13607.0
781355,Champions,Low,0.010702892,3011.77,32.23464966109954,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,15190.0
781463,Champions,Low,0.020414192,4636.55,94.6514229817316,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,20045.0
781480,Champions,Critical,0.65100753,7035.97,4580.469472478629,VIP Outreach: Offer tier upgrade + exclusive lounge access,6.066666666666666,2.0,3722.0
781495,Champions,Low,0.007321226,3852.43,28.204510466936043,Routine: Standard newsletter + rewards update,0.0,9.0,9086.0
781519,Champions,Low,0.008262973,14318.45,118.31296974327417,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,12886.0
781570,Champions,Low,0.01996165,2489.17,49.68793921532109,Routine: Standard newsletter + rewards update,2.033333333333333,8.0,9276.0
781621,Champions,Low,0.005164734,2795.55,14.438272379385308,Routine: Standard newsletter + rewards update,0.0,7.0,13084.0
781647,Champions,Low,0.0048907427,3353.38,16.400518794637176,Routine: Standard newsletter + rewards update,0.0,7.0,11778.0
781777,Champions,Low,0.02369396,10925.82,258.87594379551706,Routine: Standard newsletter + rewards update,2.033333333333333,3.0,6379.0
781797,At-Risk Loyalists,High,0.48749194,8888.14,4332.89657151997,Targeted Retention: Double points campaign for next 3 flights,6.066666666666666,3.0,1998.0
781924,Champions,Low,0.026048707,2548.84,66.3939859534055,Routine: Standard newsletter + rewards update,0.0,7.0,9254.0
781963,Dormant Members,Low,0.014390132,24084.54,346.57971915135164,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,4.0,7493.0
781970,Champions,Low,0.007984002,3515.83,28.07039417634718,Routine: Standard newsletter + rewards update,0.0,12.0,13186.0
782078,Dormant Members,Low,0.02126389,3323.09,70.66182011507452,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
782100,Champions,Low,0.0069808774,6240.66,43.56528216563165,Routine: Standard newsletter + rewards update,0.0,10.0,13590.0
782124,Champions,Low,0.010834366,5678.05,61.51807233840227,Routine: Standard newsletter + rewards update,0.0,5.0,11150.0
782241,Champions,Low,0.011310042,2855.93,32.30068791233934,Routine: Standard newsletter + rewards update,0.0,13.0,17728.0
782282,Champions,Low,0.0076914825,8625.84,66.345497818999,Routine: Standard newsletter + rewards update,0.0,8.0,14360.0
782284,Dormant Members,Low,0.012900571,8447.89,108.98260760760866,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,24.0,28300.5
782318,Dormant Members,Critical,0.99986374,2513.97,2513.627455955744,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
782329,Champions,Low,0.012278317,4502.98,55.289013824574646,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,18977.0
782393,Champions,Low,0.017387131,4821.42,83.83066225033254,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,23029.5
782485,Champions,Low,0.008286867,3713.79,30.775684875659643,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,19902.0
782503,Dormant Members,Critical,0.9998652,7443.83,7442.826380361318,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
782515,Champions,Low,0.0047948486,20940.3,100.40556849804706,Routine: Standard newsletter + rewards update,0.0,12.0,19363.0
782523,Dormant Members,Low,0.06971297,4547.89,317.0469040367008,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
782549,Champions,Low,0.014640275,2803.92,41.0501609686017,Routine: Standard newsletter + rewards update,0.0,6.0,5498.0
782596,Champions,Low,0.008129571,9928.87,80.7174499725923,Routine: Standard newsletter + rewards update,0.0,10.0,17758.0
782606,Dormant Members,Critical,0.99987185,4579.61,4579.023123041391,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
782654,Dormant Members,Low,0.019279188,5290.13,101.98940840838478,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,11.0,11575.0
782719,Champions,Low,0.009994266,8634.36,86.29408732797951,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,11990.0
782804,Dormant Members,Critical,0.9997136,12624.96,12621.344207439422,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
782818,Champions,Low,0.011829408,13770.98,162.90253940541297,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,9967.0
783145,Champions,Low,0.09456014,8581.28,811.4470285785198,Routine: Standard newsletter + rewards update,4.0,5.0,6876.0
783165,Dormant Members,Critical,0.99989796,16553.23,16551.54085623741,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
783255,Champions,Low,0.023870457,2545.06,60.75174520023167,Routine: Standard newsletter + rewards update,3.066666666666667,7.0,11947.0
783300,Champions,Low,0.026563467,10083.49,267.8524584769644,Routine: Standard newsletter + rewards update,3.066666666666667,7.0,13278.0
783363,Dormant Members,Low,0.1846156,3086.72,569.8566559696197,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,12.0,20900.0
783438,Dormant Members,Low,0.065041795,10004.75,650.7269022576511,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
783515,At-Risk Loyalists,Critical,0.96843576,5669.97,5491.00173058033,Targeted Retention: Double points campaign for next 3 flights,13.2,0.0,0.0
783604,Dormant Members,Low,0.010850373,4272.59,46.35919399783947,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,8.0,9650.0
783610,At-Risk Loyalists,Critical,0.78780884,9320.28,7342.598933393956,Targeted Retention: Double points campaign for next 3 flights,5.033333333333333,5.0,11216.0
783789,Champions,Low,0.0018893859,7193.1,13.590541466034484,Routine: Standard newsletter + rewards update,2.033333333333333,7.0,4726.0
783791,Dormant Members,Low,0.082599804,5611.93,463.5443169693649,Re-Engagement: Points expiry reminder + transfer partner offer,3.066666666666667,5.0,6165.0
783928,Dormant Members,Low,0.014052867,6701.77,94.17908219366336,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,8.0,8595.0
